Species,Trap,dayofyear,tmax_x,tmin_x,dewpoint_x,sealevel_x,resultdir_x,avgspeed_x,tmax_y,tmin_y,dewpoint_y,sealevel_y,resultdir_y,avgspeed_y,coollast7,coollast30,coollast90,preciplast30,preciplast90
2,44,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,44,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,45,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,46,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,46,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,47,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,47,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,49,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
6,49,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
1,55,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,55,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,55,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,56,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
1,61,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,61,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,61,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,62,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,62,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
1,64,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,64,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,64,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,65,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
1,70,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
1,71,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,71,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,71,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,77,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,77,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
4,77,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,82,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,82,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,84,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,84,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,87,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,87,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,88,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,88,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
4,88,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,89,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,89,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
6,92,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,93,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,93,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
6,93,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,97,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,97,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,98,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,100,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,100,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,101,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,104,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,104,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,105,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,105,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,108,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,111,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,111,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,113,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,113,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,116,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,116,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
4,116,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,120,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
6,120,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,121,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
6,121,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,123,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,123,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,128,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,128,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,129,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,130,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,130,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,131,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,131,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
6,131,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,132,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,132,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,133,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,133,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
1,134,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,134,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,134,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,135,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,135,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,136,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,136,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
6,136,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,138,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,139,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,140,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,140,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
1,143,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,143,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,143,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
1,147,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,147,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,147,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
4,147,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
1,148,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,148,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
3,148,196,87,70,60,29.98,9,6.7,86,71,60,29.96,10,6.8,82.0,193.0,142.0,0.745,9.965
2,1,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,1,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,4,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,4,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,4,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,9,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,9,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,10,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,11,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,11,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,11,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,12,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,13,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,17,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,18,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
6,18,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,21,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,21,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
6,21,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,22,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,23,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,23,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,23,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,24,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,24,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,24,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
6,24,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,25,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,25,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,27,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,30,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,30,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,35,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,36,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,36,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,36,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,37,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,37,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,38,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,41,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,44,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,44,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,45,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,45,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,46,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,46,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,46,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,47,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,47,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,47,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,51,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,51,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,55,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,55,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,55,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,56,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,56,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,61,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,61,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,62,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,62,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,64,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,64,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,65,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,65,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,70,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,71,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,71,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,71,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,77,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,77,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,77,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,79,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,79,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,79,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,84,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,84,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,84,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,87,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,87,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,87,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,88,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,88,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,88,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,89,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,89,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,89,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
6,89,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,92,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,92,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
6,92,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,93,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,97,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,97,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,98,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,98,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,100,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,100,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,100,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,104,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,104,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,104,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,105,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,105,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,105,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,108,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,111,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,111,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,113,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,116,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,116,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
6,116,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,120,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,120,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,121,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,121,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
6,121,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,123,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,128,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,130,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,130,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,131,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,131,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,132,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,132,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,133,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,133,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,133,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,134,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,134,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,134,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,135,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,135,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
2,136,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,136,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
1,138,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
3,138,206,88,73,66,29.91,32,6.5,90,73,67,29.89,35,6.1,123.0,271.0,199.0,0.47,10.665
